Provider,Company ,CourseName ,Link,Contents,Level,User
ARSET,NASA,Applications of Remote Sensing to Soil Moisture and evapotranspiration 4,http://arset.gsfc.nasa.gov/water/webinars/apps-et-smap ,"GIS Expert; Data Scientist; Applications of Remote Sensing to Soil Moisture and evapotranspiration; introductory;  Who cares about ET? ;
Applications in the west ;
When energy balance matters ;
Why use an energy balance ;
General EB components in METRIC ;
Sensible heat flux (H) – METRIC model ;
Calibration of METRIC/SEBAL;
Fine tuning adjustments in METRIC ;
METRIC vs ground measurements ;
Computing ET for long  (monthly) periods ;
Referencing ET ;
Interpolation/integration for monthly of seasonal ET ;
Applications where effort and accuracy matters ;
Recent of current users of METRIC ;
Data access ;
Google earth engine EEFlux ;
Demonstratiom;
Supp material ;",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Applications of Remote Sensing to Soil Moisture and evapotranspiration 5,http://arset.gsfc.nasa.gov/water/webinars/apps-et-smap ,"GIS Expert; Data Scientist; Applications of Remote Sensing to Soil Moisture and evapotranspiration; introductory;  ET and Soil Moisture Data from Global and North American Land Data Assimilation Systems (GLDAS and NLDAS): Data Access and QGIS Analysis; 
ET and soil moisture from land surface models; 
NLDAS-2; 
GLDAS; 
LDAS soil moisture and ET data access; 
Soil moisture and evapotranspiration data access; 
Search, select and download from mirador; 
Plot data in Giovanni; 
Download using Giovanni; 
Import NLDAS ET and Soil Moisture NetCDF Files in QGIS; 
Change data layer properties; 
ET and soil moisture layers; ",Introductory,GIS Expert; Data Scientist; 
ARSET,NASA,Accuracy Assessment of a Land Cover Classification 1,https://appliedsciences.nasa.gov/join-mission/training/english/accuracy-assessment-land-cover-classification,"Manager; Data Scientist; GIS Expert; Accuracy Assessment of a Land Cover Classification; intermediate; What is accuracy Assessment?;
Sample design; 
Sample size;
Sampling methods; 
Simple random sampling; 
Stratified random sampling; 
Systematic sampling; 
Reference data; 
Creating and error matrix; 
Class accuracy ;",Intermediate,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Accuracy Assessment of a Land Cover Classification 2,https://appliedsciences.nasa.gov/join-mission/training/english/accuracy-assessment-land-cover-classification,"GIS Expert; Data Scientist; Accuracy Assessment of a Land Cover Classification; intermediate; Error matrix review 
Estimated error calculation;
Specific to class designations; 
Standard error; 
Unbiased user and producer accuracy ;
Error matrix calculations ;",Intermediate,GIS Expert; Data Scientist; 
ARSET,NASA,Investigating Time Series of Satellite Imagery 1,https://appliedsciences.nasa.gov/join-mission/training/advanced-webinar-investigating-time-series-satellite-imagery,"Manager; Data Scientist; GIS Expert;Investigating Time Series of Satellite Imagery; remote sensing; intermediate; time series; appears; Types of time series analysis; 
Annual and seasonal trends; 
Gradual vs abrupt changes; 
Anomalies; 
Environmental Descriptors; 
Time series tools; 
Google earth; 
Google earth engine time lapse; 
Sentinel Hub EO browser; 
Open Data Cube; 
Time series graphing; 
Open data cubes; 
Application for Extracting and Exploring Analysis Ready Samples (AppEARS);
Available datasets; 
Overview of AppEEARS; ",Intermediate,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Investigating Time Series of Satellite Imagery 2,https://appliedsciences.nasa.gov/join-mission/training/advanced-webinar-investigating-time-series-satellite-imagery,"GIS Expert; Data Scientist; Investigating Time Series of Satellite Imagery; remote sensing; intermediate; Forest Disturbance Algorithms Overview;
LandTrendr Overview;
Yearly mosaics; 
Pixel-based;
Trajectory segmentation; 
LandTrendr in GEE (google earth engine);
Pixel time series plotter; 
Change mapper;
Fitted index delta RGB mapper; 
Other Vegetation Disturbance Algorithms;
Vegetation change tracker; 
NASA’s Applied Remote Sensing Training Program;
Exponentially Weighted Moving Average Change Detection (EWMACD);
Vegetation Regeneration and Disturbance Estimates Through Time ( VeRDET);
Image Trends from Regression Analysis (ITRA);
Multi index Integrated Change Analysis (MIICA);
Continuous Change Detection and Classification (CCDC) ;",Intermediate,GIS Expert; Data Scientist; 
ARSET,NASA,SAR for landcover applications 1,https://appliedsciences.nasa.gov/join-mission/training/english/sar-landcover-applications,"Manager; Data Scientist; GIS Expert; landcover applications; flood mapping using google earth engine; advanced; remote sensing; SAR; Flooding definition from a radar perspective; 
SAR signal scattering over inundated regions; 
Surface parameters related to structure; 
Wavelength and SAR signal response over flooded vegetation; 
Signal penetration over flooded vegetation ;
Polarisation; 
Multiple polarisations for detection of inundated vegetation; 
Multiple polarisations for detection of open water; 
Incidence angle; 
Effect of incidence angle variation; 
Sources of confusion; 
Wind; 
Open water and low vegetation; 
Urban areas; 
Urban areas with different polarisations; 
Hurricane Harvey;
Hurricane Matthew; 
Geometric distortion; 
Shadow; 
Radiometric distortion; 
Radar data available; 
NASA ISRO SAAR mission 
Hands-on exercise using google earth engine 
Code editor 
Sentinel-1 data 
Visualisation 
Filtering 
Display mosaic 
Display RGB 
Apply speckle filter ",Advanced,Manager; Data Scientist; GIS Expert;
ARSET,NASA,SAR for landcover applications 2A,https://appliedsciences.nasa.gov/join-mission/training/english/sar-landcover-applications,"GIS Expert; Data Scientist; landcover applications;  advanced; remote sensing; SAR; exploiting SAR to monitor agriculture; Classification and regression trees: basics; 
Random forests: basics; 
Parameters and important terms ;
Example;
Random forests hands on demonstration; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,SAR for landcover applications 2B,https://appliedsciences.nasa.gov/join-mission/training/english/sar-landcover-applications,"GIS Expert; Data Scientist; landcover applications;  advanced; remote sensing; SAR; exploiting SAR to monitor agriculture; SNAP: sentinel’s application platform; 
Estimating Soil moisture from RADARSAT-2 data; 
Pre-processing with SNAP; 
Speckle filtering; 
Physical modelling approach for soil moisture estimation; 
Back scatter model inversion schemes; 
Soil moisture processing with the soil moisture toolbox in SNAP-hybrid scheme; 
Processing multifrequency data for use in crop classification; 
TerraSAR-X;
TerraSAR-X StripMap dual pol data; 
Pre-processing with SNAP; 
Sentinel-1; 
data Access; 
Sentinel-1 ground range detected data; 
Pre-processing; 
Apply the precise orbit file; 
Images feed into the classifier ;
Subset raster to AOI; 
Co-registration of subset images; 
Exporting data stacks out of SNAP ;",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,SAR for landcover applications 2C,https://appliedsciences.nasa.gov/join-mission/training/english/sar-landcover-applications,"GIS Expert; Data Scientist; landcover applications;  advanced; remote sensing; SAR; exploiting SAR to monitor agriculture; SAR system considerations; 
Frequency or wavelength; 
The power of multiple frequencies; 
Incidence angle; 
Polarisation;
What target characteristics drive SAR scattering; 
Roughness;
Root mean square; 
Correlation length; 
How does roughness affect backscatter?; 
Vegetation effects; 
Types of scattering; 
Why SAR is sensitive to moisture; 
A complication: the environment; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Forest Mapping and Monitoring with SAR Data 1,https://appliedsciences.nasa.gov/join-mission/training/english/forest-mapping-and-monitoring-sar-data,"Manager; Data Scientist; GIS Expert; remote sensing; advanced; forest mapping and monitoring with SAR data; time series analysis; Radar overview; 
Basic concepts; 
Down looking vs side looking; 
Parameters to consider for a land mapping study; 
Radar parameters; 
Wavelength; 
Polarisation; 
Incidence angle; 
Radar signal interaction; 
Surface parameters; 
Parameters related to structure; 
Size relative to wavelength; 
Size and orientation; 
Vegetation density; 
Dielectric constant; 
Geometric distortion; 
Shadow; 
Speckle; 
Speckle reduction; 
Radar backscattering in forests; 
SAR characteristics to forested and deforested areas; 
SAR characteristics to inundated vegetation; 
Expected backscatter for different vegetation scenarios; 
Sources of confusion; 
Open water and low vegetation; 
Urban areas and flooded areas; 
Topography and inundated vegetation; 
Radar data available; 
NISAR mission; 
Hands on exercise; google earth engine; ",Advanced,Manager; Data Scientist; GIS Expert;
ARSET,NASA,Forest Mapping and Monitoring with SAR Data 2,https://appliedsciences.nasa.gov/join-mission/training/english/forest-mapping-and-monitoring-sar-data,"GIS Expert; Data Scientist; remote sensing; advanced; forest mapping and monitoring with SAR data; time series analysis;Optical data review; 
Spectral signatures; 
How optical satellites collect data ;
Image bands and colour channels; 
Optical image classification; 
Spectral classes; 
Informational classes; 
Random forest classification algorithm; 
Random forest algorithm; 
Advantages; 
limitations;
Limitations of optical data; 
Optical vs radar data overview; 
Forest monitoring with optical and radar data;
The EM spectrum; 
Optical v radar for land cover mapping ;
Adv. And disadv. Of radar over optical remote sensing ;
Applications of radar for land cover; 
Benefits to using both; 
Hands on exercise; 
Sentinel1 and landsat data; 
Selecting an area of interest; 
Loading data; 
Applying a spackle filter ;
Train and run forest classifier; 
Generate a confusion matrix; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Forest Mapping and Monitoring with SAR Data 3,https://appliedsciences.nasa.gov/join-mission/training/english/forest-mapping-and-monitoring-sar-data,"GIS Expert; Data Scientist; remote sensing; advanced; forest mapping and monitoring with SAR data; time series; Mangrove ecosystems ;
Distribution and role ;
Types ;
White mangroves;
Black mangroves ;
Red mangroves ;
Challenges in mapping mangrove ecosystems ;
SAR signal characteristics and mangrove ecosystems ;
Radar backscattering mechanisms ;
Examples of radar interaction ;
Smooth surface reflection (specular reflection);
Rough surface reflection ;
Volume scattering by vegetation ;
Double bounce;
Backscattering in vegetation ;
Radar signal interaction with mangrove ecosystems ;
Polarisation interaction with mangrove ecosystems ;
Radar signal interaction at C- and L bands ;
Radar signal interaction with mangroves at different bands ;
Backscatter range for mangroves ;
Challenges ;
Classifying mangroves ;
Mangrove canopy height ;
Radar data available ;
Hands on exercise ;
Process and analyse radar images ;
Monitor land use change ;
Estimate above group biomass for mangrove forests ;",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Forest Mapping and Monitoring with SAR Data 4,https://appliedsciences.nasa.gov/join-mission/training/english/forest-mapping-and-monitoring-sar-data,"GIS Expert; Data Scientist; remote sensing; advanced; forest mapping and monitoring with SAR data; time series; forest stand height; Mode-specific science targets in observation plan ;
SAR coverage ;
NISAR concept science observation overview ;
NISAR ecosystems science drivers ;
NISAR biomass areas ;
NISAR biomass requirement ;
Track/frame data collection ;
Displaying Dual-pol data ;
Time series ;
Ecosystems summary ;
Single-look complex (SLC) imagery ;
Doppler interpretation ;
Doppler history ;
Aperture synthesis ;
Processing flow ;
Output products; 
Interferometry ;
SAR interferometry ;
Sensitivity to volume scattering ;
Interferometric processing chain; 
The use of SAR for mapping forest stand height ;
Calculating FSH from SAR ;
Workflow of FSH inversion; 
Simplified model ;
Automated approach for mosaicking ;
FSH algorithm ;
Finding data ;",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Applications of GPM IMERG Reanalysis for Assessing Extreme Dry and Wet Periods 1,https://appliedsciences.nasa.gov/join-mission/training/english/applications-gpm-imerg-reanalysis-assessing-extreme-dry-and-wet,"GIS Expert; Data Scientist; Applications of GPM IMERG Reanalysis for Assessing Extreme Dry and Wet Periods; advanced; remote sensing; IMERG data access information; 
GPM mission; 
IMERG constellation; 
IMERG application; 
IMERG data access; 
Demonstration: calc of precipitation statistics; 
IMERG regional and local statistics;
Using Giovanni; 
Using QGIS; 
Using excel; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Applications of GPM IMERG Reanalysis for Assessing Extreme Dry and Wet Periods 2,https://appliedsciences.nasa.gov/join-mission/training/english/applications-gpm-imerg-reanalysis-assessing-extreme-dry-and-wet,"GIS Expert; Data Scientist; Applications of GPM IMERG Reanalysis for Assessing Extreme Dry and Wet Periods; advanced; remote sensing; Background on the standardised precipitation index; 
SPI interpretation; 
Installing Anaconda python; 
Data acquisition; 
Preprocess data using the netCDF operator; 
Running SPI code; 
View the results in panoply; 
View the results in QGIS; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Using Earth Observations to Monitor Water Budgets for River Basin Management II Session 1,https://appliedsciences.nasa.gov/join-mission/training/english/using-earth-observations-monitor-water-budgets-river-basin-0,"GIS Expert; Data Scientist; advanced; using earth observation data and monitor water budgets to monitor river basin management; remote sensing; Review of water budget in a river basin; 
Importance;
Management; 
Monitoring water availability; 
Estimating water budget; 
Review of remote sensing and GLDAS data for water budget estimation; 
Components from remote sensing; 
Satellites and sensors used; 
LDAS for monitoring water budget; 
GLDAS inputs; 
GLDAS outputs; 
GLDAS data products; 
Demonstration: case study Limpopo river basin; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Using Earth Observations to Monitor Water Budgets for River Basin Management II Session 2,https://appliedsciences.nasa.gov/join-mission/training/english/using-earth-observations-monitor-water-budgets-river-basin-0,GIS Expert; Data Scientist; advanced; using earth observation data and monitor water budgets to monitor river basin management; remote sensing; water budget estimation; demonstration; ,Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Using Earth Observations to Monitor Water Budgets for River Basin Management II Session 3,https://appliedsciences.nasa.gov/join-mission/training/english/using-earth-observations-monitor-water-budgets-river-basin-0,"GIS Expert; Data Scientist; advanced; using earth observation data and monitor water budgets to monitor river basin management; remote sensing; Review of GLDAS data for water budget estimation; 
GLDAS inputs; 
GLDAS-CLSM outputs; 
Demonstration; 
Summary; 
Sources of uncertainties; 
Recommendations; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Change Detection for Land Cover Mapping 1,https://appliedsciences.nasa.gov/join-mission/training/english/change-detection-land-cover-mapping,"GIS Expert; Data Scientist; advanced; remote sensing; change detection for land cover mapping; Change detection overview; 
What is change detection? ;
Broad categories of change ;
Change detection using remote sensing ;
Change detection goals ;
Criteria for image selection; 
Collection time and dates; 
Pre-processing; 
Change detection methods;
Visual inspection; 
Classification approaches;
Post-classification comparison; 
Classification of multi-date imagery; 
Image differencing; 
Temporal trajectories and time series; 
Change detection case study examples; 
Mining in west virginia: visual investigation; 
Rubber plant growth: vegetation image differencing; 
Land cover and lake management: classification-based approach; 
Webtools for change detection and analysis; 
Global forest watch; 
AppEARS;
SEPAL; 
Exercise; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Change Detection for Land Cover Mapping 2,https://appliedsciences.nasa.gov/join-mission/training/english/change-detection-land-cover-mapping,"GIS Expert; Data Scientist; advanced; remote sensing; change detection for land cover mapping; conducting change detection with QGIS and R; Supervised classification review; 
Image classification; 
Supervised;
Unsupervised; 
Methodology for two-date classification and change detection; 
Cloud masking; 
Band stacking of two dates; 
Image enhancement; 
Multi-date image enhancement; 
Change land cover classes; 
Training sites (guidelines and for two-date classification); 
Classification algorithms; 
Random forest algorithm; 
Advantages and limitations; 
Multiple iterations; 
Post-processing; 
Exercise; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,remote sensing for drought monitoring 1,https://appliedsciences.nasa.gov/join-mission/training/english/remote-sensing-drought,"GIS Expert; Data Scientist; advanced; remote sensing; remote sensing for drought monitoring; Overview of drought classification; 
Types of droughts; 
Meteorological; 
Agricultural; 
Hydrological; 
Impacts; 
Economic; 
Social; 
Ecological; 
Remote sensing data for drought monitoring; 
NASA satellites for drought monitoring; 
Data available; 
Precipitation from TRMM and GPM;
Multi-satellite algorithms for TRMM and GPM;
TMPA and IMERG; 
TMPA data; 
SMAP mission; 
SMAP microwave data; 
Landsat overview; 
Landsat bands for NDVI; 
MODIS overview; 
MODIS vegetation indices product overview; 
Drought monitoring with precipitation; 
Precipitation-based drought indices; 
SPI (standardised precipitation index);
Strengths and limitations; 
Palmer drought severity index (PDSI);
Strengths and limitations; 
SPI and PDSI from NOAA; 
Drought monitoring with vegetation;
What is NDVI; 
Anomalies; 
Normalised difference moisture index (NDMI); 
Intro and demo of web based drought monitoring tools;
National integrated drought information system (NIDIS);
Lots of demonstrations; 
Exercise;",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,remote sensing for drought monitoring 2,https://appliedsciences.nasa.gov/join-mission/training/english/remote-sensing-drought,"GIS Expert; Data Scientist; advanced; remote sensing; remote sensing for drought monitoring; drought monitoring analysis and application; Demonstration of web based tools to monitor soil moisture, evapotranspiration and ground water storage for drought monitoring; 
Soil moisture anomalies for drought monitoring; 
ET for drought monitoring; 
GRACE-based water storage anomalies for drought monitoring; 
Exercise; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Land cover classification with satellite imagery 1,https://appliedsciences.nasa.gov/join-mission/training/english/land-cover-classification-satellite-imagery,"GIS Expert; Data Scientist; advanced; land cover classification with satellite imagery; remote sensing; Turning data into information; 
Spectral classes; 
Informational classes; 
Landcover mapping basics; 
Spectral plots; 
Spectral signatures; 
Spectral variation ;
Multi-dimensional spectral plots; 
Image classification; 
Approaches; 
Pixel-based;
Object-based; 
Methods; 
Supervised; 
Unsupervised; 
Training sites; 
Key characteristics; 
Selecting training sites;  
Minimising confusion; 
Creating a polygon vs region growing; 
Region growing; 
Classification Algorithms; 
Minimum Distance vs maximum likelihood; 
QGIS; 
QGIS exercise;",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Land cover classification with satellite imagery 2,https://appliedsciences.nasa.gov/join-mission/training/english/land-cover-classification-satellite-imagery,"GIS Expert; Data Scientist; advanced; improving a supervised classification; land cover classification with satellite imagery; remote sensing; Review of training site spectral signatures; 
Turning data into information; 
Image classification; 
Supervised method; 
Spectral variation; 
Training sites; 
Key characteristics; 
Classification algorithms; 
Analysing training sites in QGIS; 
Supervised classification process flow; 
Defining land cover classes; 
Editing and evaluating signatures; 
QGIS exercise;",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery 1,https://appliedsciences.nasa.gov/join-mission/training/english/creating-and-using-normalized-difference-vegetation-index-ndvi,"GIS Expert; Data Scientist; Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery; advanced; QGIS; Review of NDVI; 
What is NDVI? ;
NDVI applications and examples; 
Applications; 
Example; 
Phenology; 
Anomalies; 
Overview of QGIS; 
Exercise; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery 2,https://appliedsciences.nasa.gov/join-mission/training/english/creating-and-using-normalized-difference-vegetation-index-ndvi,"GIS Expert; Data Scientist; Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery; advanced; Review of landsat bands; 
Spectral characteristics of landsat ;
Landsat bands for NDVI; 
Landsat naming convention; 
Acquiring landsat images; 
Exercise; ",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery 3,https://appliedsciences.nasa.gov/join-mission/training/english/creating-and-using-normalized-difference-vegetation-index-ndvi,"GIS Expert; Data Scientist; Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery; advanced; MODIS NDVI and time series; Overview of MODIS Imagery; 
MODIS characteristics; 
MODIS tiles vs landsat; 
MODIS naming convention; 
MODIS land products; 
Where to obtain MODIS land products; 
What is EVI?; 
Live demonstrations;",Advanced,GIS Expert; Data Scientist; 
ARSET,NASA,Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery 4,https://appliedsciences.nasa.gov/join-mission/training/english/creating-and-using-normalized-difference-vegetation-index-ndvi,"GIS Expert; Data Scientist; Creating and Using Normalized Difference Vegetation Index (NDVI) from Satellite Imagery; advanced; MODIS NDVI and anomaly mapping; Additional Spectral Indices for Landsat 
Landsat spectral indices;
Soil adjusted vegetation index;
Modified soil adjusted vegetation index;
Normalised Difference Moisture index (NDMI);
Normalised burn ratio; 
Normalised burn ratio difference map ;
Landsat surface reflectance products; 
Surface reflectance products; 
Specifications;
Caveats; 
Overview: MODIS NDVI anomaly mapping;
Exercise;",Advanced,GIS Expert; Data Scientist; 
Coursera,Johns Hopkins University ,Data Science: Foundations using R Specialisation ,https://www.coursera.org/specializations/data-science-foundations-r#courses ,"Data Scientist; Introductory; The Data scientist’s toolbox; 
R programming; 
Getting and cleaning data; 
Exploratory Data Analysis; 
Reproducible research; Software; R; Rstudio; ",,Data Scientist; 
Coursera,Johns Hopkins University ,Data Science: Foundations using R Specialisation - The Data Scientist's Toolbox ,https://www.coursera.org/learn/data-scientists-tools?specialization=data-science-foundations-r#syllabus ,"Introductory;Manager; Data Scientist; Software; R; RStudio; Data science fundamentals; 
What is data science?; 
What is data?; 
R and RStudio; 
Install R/RStudio; 
Packages; 
Projects in R; 
Version Control and Github; 
Version control; 
Git and github; 
Linking git with R; 
Projects under version control; 
R markdown, scientific thinking and big data; 
R markdown; 
Types of data science questions; 
Experimental design; 
Big data; ",Introductory,Manager; Data Scientist;
Coursera,Johns Hopkins University ,Data Science: Foundations using R Specialisation - R Programming,https://www.coursera.org/learn/r-programming?specialization=data-science-foundations-r#syllabus ,"Introductory; Data Scientist; Software; R; RStudio; Background, getting started; 
Installing R; 
Writing code, setting working directory; 
Data types; 
Reading tabular data; 
Subsetting; 
Vectorized operations; 
Programming with R; 
If-else; 
For loops; 
While loops; 
Repeat, next, break; 
Functions; 
Coding standards; 
Loop functions and debugging; 
Lapply;
Apply;
Mapply;
Tapply;
Split; 
Debugging tools; 
Simulations and Profiling; 
The str function; 
Generating random numbers; 
Simulating a linear model; 
Random sampling; 
R profiler; ",Introductory,Data Scientist; 
Coursera,Johns Hopkins University ,Data Science: Foundations using R Specialisation - Getting and Cleaning Data ,https://www.coursera.org/learn/data-cleaning?specialization=data-science-foundations-r#syllabus ,"Intermediate; Data scientist; Software; R; RStudio; Obtaining data motivation; 
Raw and processed data; 
Components of tidy data; 
Downloading files; 
Reading local files; 
Reading excel files; 
Reading JSON files; 
Reading XML files; 
The data.table package; 
Reading from MySQL; 
Reading from HDF5; 
Reading from the web; 
Reading from APIs; 
Reading from other sources; 
Subsetting and sorting; 
Summarising data; 
Creating new variables; 
Reshaping data; 
Managing dataframes with dplyr; 
Merging data; 
Editing text variables; 
Regular expressions; 
Working with dates; 
Data resources;",Intermediate,Data Scientist; 
Coursera,Johns Hopkins University ,Data Science: Foundations using R Specialisation - Exploratory Data Analysis  ,https://www.coursera.org/learn/exploratory-data-analysis?specialization=data-science-foundations-r ,"Data Scientist; Advanced; Software; R; RStudio; Install R; 
Setting working directory; 
Principles of analytic graphs; 
Exploratory graphs; 
Plotting systems in R;
Base plotting; 
Graphics devices in R; 
Lattice plotting system; 
Ggplot2;
Hierarchical clustering; 
K-means clustering; 
Dimension reduction; 
Working with colour in R plots; 
Clustering case study; 
Air pollution case study; ",Advanced,Data Scientist; 
Coursera,Johns Hopkins University ,Data Science: Foundations using R Specialisation - Reproducible Research  ,https://www.coursera.org/learn/reproducible-research#syllabus ,"Manager; Data Scientist; Intermediate; Software; R; RStudio; What is reproducible research?; 
Concepts and ideas; 
Scripting your analysis; 
Structure of a data analysis; 
Organising your analysis;
Coding standards in R; 
Markdown; 
Rmarkdown; 
knitR;
Communicating results; 
Rpubs; 
Reproducible research checklist; 
Evidence based data analysis; 
Case studies;",Intermediate,Manager; Data Scientist; 
EdX,Harvard University ,Data Science: R Basics,https://www.edx.org/course/data-science-r-basics ,"Fundamental; Data scientist; Software; R; Basic R syntax;
Foundational R programming concepts such as data types, vectors arithmetic, and indexing;
How to perform operations in R including sorting, data wrangling using dplyr, and making plots;",Intermediate,Data Scientist;
Code Academy,Code Academy,Python 3 Tutorial ,https://www.codecademy.com/learn/learn-python-3,"Introductory; Data scientist; hello world ;
Python syntax;
functions; 
control flow; 
lists; 
Creating and modifying a list in python; 
Working with lists in python; 
loops; 
strings; 
Introduction to strings; 
String methods; 
modules; 
dictionaries; 
Creating dictionaries; 
Using dictionaries; 
files; 
classes; 
function arguments; ",Intermediate,Data Scientist; 
Coursera,University of Michigan ,Python for Everybody Specialisation ,https://www.coursera.org/specializations/python?ranMID=40328&ranEAID=jU79Zysihs4&ranSiteID=jU79Zysihs4-P9lKFFHmgyG8WjOWQznsYw&siteID=jU79Zysihs4-P9lKFFHmgyG8WjOWQznsYw&utm_content=10&utm_medium=partners&utm_source=linkshare&utm_campaign=jU79Zysihs4#courses ,Introductory; Data scientist; Programming for everybody; getting started with python; python data structures; using python to access web data; using databases with python; ,,Data Scientist; 
Coursera,University of Michigan ,Python for Everybody Specialisation - programming for everybody,https://www.coursera.org/learn/python?specialization=python#syllabus ,"Introductory; Data scientist; Why program?; 
Hardware overview; 
Python as a language; 
Using python and writing a program; 
Taking screenshots; 
Writing paragraphs of code; 
Expressions;
Conditional statements; 
Using functions; 
Building functions; 
Loops and iteration; 
Definite loops; 
Finding the largest value;
Loop idioms; ",Introductory;,Data Scientist; 
Coursera,University of Michigan ,Python for Everybody Specialisation - Python Data Structures,https://www.coursera.org/learn/python-data?specialization=python#syllabus ,"Intermediate; Data Scientist; Strings; 
Manipulating strings; 
Installing/using python; 
Taking screenshots; 
Files; 
Processing files; 
Lists;
Manipulating lists; 
Lists and strings; 
Dictionaries; 
Counting with dictionaries; 
Dictionaries and files; 
Tuples; ",Intermediate; ,Data Scientist; 
Coursera,University of Michigan ,Python for Everybody Specialisation - Using Python to Access Web Data,https://www.coursera.org/learn/python-network-data?specialization=python ,"Intermediate; Data Scientist; Installing python and writing a program; 
Taking screenshots; 
Regular expressions; 
Extracting data; 
Networked technology; 
Hypertext transfer protocol (HTTP);
Unicode characters and strings; 
Retrieving web pages; 
Parsing web pages; 
Data on the web; 
eXtensible Markup Language (XML);
XML schema; 
Parsing XML; 
Javascript Object Notation (JSON);
Service orientated approach; 
Using application programming interfaces; 
Securing API requests; ",Advanced; ,Data Scientist; 
Coursera,University of Michigan ,Python for Everybody Specialisation - Using Databases with Python,https://www.coursera.org/learn/python-databases?specialization=python ,"Advanced; Data scientist; Installing and taking screenshots;
Object orientated definitions and terminology;
Our first class and object; 
Object life cycle; 
Object inheritance; 
Relational databases; 
Using databases; 
Single table CRUD; 
Data models and relational SQL; 
Designing a data model; 
Representing a data model in tables; 
Inserting relational data; 
Reconstructing data with JOIN; 
Many to many relationships in SQL; 
Many-to-many relationships; 
Geocoding; 
Geocoding visualisation; ",Advanced; ,Data Scientist; 
Google,Google,Python Class ,https://developers.google.com/edu/python/ ,"Introductory; Data Scientist; Overview; software; python; 
Python set up ;
Python intro ;
Strings;
Lists ;
Sorting; 
Dictionaries and files ;
Regular expressions ;
Utilities ;",Introductory ,Data Scientist; 
Coursera ,IBM,Python for Data Science and AI,https://www.coursera.org/learn/python-for-applied-data-science-ai#syllabus,"Introductory; Data scientist; Python basics ;
Types ;
Expressions and variables ;
String operations ;
Python data structures ;
List and tuples ;
Dictionaries ;
Sets ;
Python programming fundamentals ;
Conditions and branching ;
Loops ;
Functions ;
Objects and classes ;
Working with data in python ;
Reading files with open ;
Writing files with open ;
Loading data with pandas ;
Working with a saving data with pandas ;
One dimensional numpy ;
Two dimensional numpy ;
Simple APIs ;
Analysing US economic data and building a dashboard ;",Intermediate; ,Data Scientist; 
Coursera,IBM,Data Visualisation with Python,https://www.coursera.org/learn/python-for-data-visualization?ranMID=40328&ranEAID=KCWgjpGqTUg&ranSiteID=KCWgjpGqTUg-hfPLfGn0NjnDtmfDsW0X3g&siteID=KCWgjpGqTUg-hfPLfGn0NjnDtmfDsW0X3g&utm_content=10&utm_medium=partners&utm_source=linkshare&utm_campaign=KCWgjpGqTUg ,"Introductory; Data scientist; Introduction to data visualisation tools; 
Intro to data visualisation ;
Intro to matplotlib ;
Basic plotting with matplotlib ;
Dataset on immigration to Canada ;
Line plots ;
Basic and specialised visualisation tools ;
Area plots ;
Histograms; 
Bar charts ;
Pie charts ;
Box plots ;
Scatterplots; 
Advanced visualisations and geospatial data ;
Waffle charts ;
Word clouds ;
Seaborn and regression plots ;
Intro to folium ;
Maps with markers ;
Choropleth maps ; visualisation; ",Introductory,Data Scientist; 
